High,Low,Close,Long,Short
345,340.51001,341.089996,335.01,343.27
345.720001,341.089996,344.25,334.98,343.3
347.25,343.540009,345.339996,336.14,342.95
345.380005,341.98999,342.429993,336.52,342.57
346.790009,342.850006,346.609985,336.42,342.67
347.619995,345.100006,345.76001,336.81,342.65
351.190002,346.279999,349.630005,340.32,342.71
349.660004,345.540009,347.579987,340.19,342.84
351.089996,347.519989,349.799988,340.15,342.88
351.269989,348.600006,349.309998,340.41,343.47
351,348.320007,349.809998,340.4,343.48
352.329987,350.209991,351.959991,341.63,344.84
353.420013,351.25,352.26001,342.82,349
352.890015,349.690002,351.190002,343.15,348.68
354.470001,349.420013,353.809998,344.01,349.16
355.109985,349.390015,349.98999,344.32,349.7
364.630005,355.149994,362.579987,352.23,352.27
364.25,358.850006,363.730011,352,352.5
364.429993,356.059998,358.019989,351.35,353.79
362.350006,355.920013,356.980011,350.87,354.27
359.25,353.200012,358.350006,350.46,354.68
358.950012,356.809998,358.480011,350.55,354.59
357.920013,353.670013,354.5,350.51,355.21
358.720001,353.380005,354.109985,350.41,356.21
356.299988,351.880005,353.190002,350.31,356.31
354.299988,351.25,352.559998,350.36,357.12
354.179993,349.609985,352.089996,350.33,359.4
353.5,349.660004,350.570007,350.15,360.02
354.320007,351.540009,354.26001,350.38,359.79
357.230011,354.130005,354.299988,350.52,361.63
357.350006,352.920013,355.929993,350.4,362.55
358.410004,354.529999,355.549988,350.24,362.71
358.589996,354.01001,358.290009,349.98,364.04
362.679993,358.600006,361.059998,349.72,364.3
362.470001,359.25,360.200012,349.58,364.44
363.390015,360.600006,362.459991,349.58,364.44
366.470001,360,360.470001,351.23,364.63
362.799988,359.26001,361.670013,351.52,364.56
363.299988,360.869995,361.799988,353.19,362.89
364.829987,361.769989,363.149994,353.51,362.57
366.609985,364.51001,365.519989,354.32,361.9
370.429993,365.470001,367.779999,358.34,361.7
370.839996,365.970001,367.820007,358.91,361.54
370.220001,368.26001,369.5,358.87,361.58
370.200012,367.519989,367.859985,359.16,361.29
371.329987,367.790009,370.429993,359.9,361.04
373.339996,368.459991,370.480011,361.85,361.1
371.339996,366.730011,366.820007,361.63,361.32
367.200012,362.940002,363.279999,361.68,361.32
363.420013,359.76001,360.160004,361.7,363.18
361.890015,357.269989,361.709991,361.58,364.68
360.790009,357.950012,359.420013,361.49,364.77
360.519989,354.269989,357.779999,361.24,366.11
359.470001,356.670013,357.059998,361.39,365.96
357.5,348.549988,350.299988,360.79,361.1
350,345.410004,348.079987,360.73,358.02
348.23999,342.130005,343.040009,360.33,355.14
344.01001,339.51001,343.690002,360.15,352.7
345.940002,342.369995,345.059998,360.55,352.3
348.76001,341.859985,346.339996,360.09,352.76
345.899994,342.829987,345.450012,359.94,352.91
349.51001,345.5,348.559998,359.81,353.04
349.600006,344.920013,348.429993,359.64,353.21
348.660004,343.019989,345.660004,359.55,353.3
348.440002,343.880005,345.089996,359.59,353.26
349.940002,345.829987,346.230011,359.26,353.59
348.410004,344.149994,345.390015,359.04,353.81
344.829987,339.959991,340.890015,358.78,354.07
342.690002,338.450012,338.660004,356.87,352.92
340,334.350006,335.859985,352.59,348.96
338.880005,333.48999,336.839996,348.65,348.26
339.850006,337.769989,338.630005,347.21,348.17
339.619995,336.549988,336.899994,346.32,347.96
338.320007,335.459991,336.160004,346.18,347.83
336.190002,330.579987,331.709991,345.21,344.84
338.359985,332.179993,337.410004,342.72,345.36
341.48999,337.5,341.329987,335.88,344.7
345.329987,340.579987,343.75,335.84,344.68
349.390015,344.5,349.019989,335.91,344.61
354.350006,349.790009,351.809998,340.2,344.73
354.029999,344.059998,346.630005,339.33,345.6
346.950012,344.299988,346.170013,339.91,345.02
348,344.690002,346.299988,339.94,344.99
350.109985,346.880005,348.179993,339.97,344.96
351.200012,348.600006,350.559998,340.2,344.73
350.649994,348.809998,350.01001,340.72,344.21
355.950012,351.25,354.25,342.13,344.4
357.309998,354.480011,356.790009,343.73,344.16
360,357.230011,359.859985,346.57,344.01
360.559998,358.070007,358.929993,347.53,343.61
362.609985,358.179993,361.329987,349.55,343.64
363.029999,360.25,361,350.36,343.25
362.459991,360.049988,361.799988,350.77,342.84
363.190002,361.23999,362.679993,351.07,342.7
362.640015,359.579987,361.339996,351.07,342.7
362.119995,359.209991,360.049988,351.06,342.71
361.519989,358.299988,358.690002,351.39,343.98
