High,Low,Close,Upper,Middle,Lower
324.23999,320.540009,322.48999,330.48,322.22,313.96
323.829987,320.130005,323.529999,330.47,322.34,314.21
324.690002,322.359985,323.75,330.52,322.48,314.44
328.26001,324.820007,327.390015,331.15,322.95,314.74
329.980011,325.850006,329.76001,331.91,323.59,315.28
333.940002,329.119995,330.390015,332.71,324.24,315.77
331.48999,328.350006,329.130005,333.28,324.71,316.13
329.269989,322.970001,323.109985,333.46,324.55,315.65
323,319.559998,320.200012,332.92,324.14,315.36
320.559998,317.709991,319.019989,332.23,323.65,315.07
322.630005,319.670013,320.600006,331.88,323.36,314.85
322.470001,319,322.190002,331.79,323.25,314.71
322.410004,319.390015,321.079987,331.13,323.04,314.95
323.220001,319.529999,323.119995,331.01,323.05,315.09
330.670013,324.420013,329.480011,331.39,323.66,315.94
330.890015,327.570007,328.579987,331.93,324.13,316.33
334.160004,328.679993,333.410004,332.88,325.02,317.16
335.820007,331.429993,335.420013,333.97,326.01,318.05
336.320007,334.100006,335.950012,334.53,326.95,319.37
337.589996,334.920013,335.290009,335.28,327.75,320.22
335.350006,332.220001,333.600006,335.78,328.3,320.83
336.619995,332.200012,336.390015,336.62,329.07,321.53
340.380005,334.089996,335.899994,337.67,329.72,321.78
341.679993,335.540009,339.820007,338.9,330.69,322.47
341.299988,337.660004,338.309998,339.58,331.41,323.25
339.279999,336.619995,338.670013,340.05,332.1,324.16
341.350006,336.369995,338.609985,340.86,332.72,324.59
338.850006,335.660004,336.959991,340.95,333.13,325.31
337.470001,334.190002,335.25,341.13,333.33,325.52
335.829987,331.839996,334.119995,341.32,333.4,325.49
336.730011,334.369995,335.339996,341.45,333.59,325.73
336.399994,332.609985,334.149994,341.53,333.64,325.75
337.01001,334.140015,336.910004,341.83,333.95,326.08
342.5,338.399994,341,342.54,334.62,326.71
342.079987,338.410004,342,342.99,335.33,327.67
341.890015,338.700012,341.559998,343.57,335.92,328.27
341.799988,338.910004,341.459991,343.84,336.45,329.06
344.070007,340.390015,340.899994,344.19,336.87,329.56
343.480011,339.869995,341.130005,344.73,337.28,329.82
343.839996,340.929993,343.369995,345.34,337.86,330.38
346.440002,344.309998,345.350006,345.95,338.57,331.19
346.209991,343.450012,343.540009,346.26,339.04,331.83
345,340.51001,341.089996,346.27,339.24,332.21
345.720001,341.089996,344.25,346.6,339.72,332.83
347.25,343.540009,345.339996,347.14,340.25,333.36
345.380005,341.98999,342.429993,347.42,340.46,333.5
346.790009,342.850006,346.609985,347.9,341.05,334.19
347.619995,345.100006,345.76001,348.29,341.49,334.7
351.190002,346.279999,349.630005,349.22,342.27,335.32
349.660004,345.540009,347.579987,349.74,342.77,335.81
351.089996,347.519989,349.799988,350.53,343.44,336.36
351.269989,348.600006,349.309998,350.98,344,337.03
351,348.320007,349.809998,351.51,344.56,337.6
352.329987,350.209991,351.959991,352.02,345.26,338.5
353.420013,351.25,352.26001,352.54,345.93,339.32
352.890015,349.690002,351.190002,353.04,346.43,339.82
354.470001,349.420013,353.809998,353.96,347.13,340.31
355.109985,349.390015,349.98999,354.43,347.4,340.37
364.630005,355.149994,362.579987,356.47,348.85,341.23
364.25,358.850006,363.730011,358.13,350.27,342.4
364.429993,356.059998,358.019989,359.49,351,342.51
362.350006,355.920013,356.980011,360.43,351.57,342.72
359.25,353.200012,358.350006,361.23,352.22,343.21
358.950012,356.809998,358.480011,361.58,352.82,344.05
357.920013,353.670013,354.5,361.79,352.98,344.16
358.720001,353.380005,354.109985,362.1,353.08,344.07
356.299988,351.880005,353.190002,362.16,353.09,344.03
354.299988,351.25,352.559998,362.16,353.04,343.93
354.179993,349.609985,352.089996,362.03,352.95,343.87
353.5,349.660004,350.570007,361.78,352.73,343.67
354.320007,351.540009,354.26001,361.84,352.87,343.9
357.230011,354.130005,354.299988,362.02,353.01,343.99
357.350006,352.920013,355.929993,362.48,353.29,344.1
358.410004,354.529999,355.549988,362.87,353.5,344.13
358.589996,354.01001,358.290009,363.57,353.96,344.35
362.679993,358.600006,361.059998,364.33,354.63,344.94
362.470001,359.25,360.200012,364.68,355.16,345.65
363.390015,360.600006,362.459991,365.08,355.86,346.64
366.470001,360,360.470001,365.22,356.3,347.38
362.799988,359.26001,361.670013,365.54,356.81,348.08
363.299988,360.869995,361.799988,365.42,357.29,349.15
364.829987,361.769989,363.149994,365.65,357.84,350.04
366.609985,364.51001,365.519989,365.98,358.57,351.17
370.429993,365.470001,367.779999,367.14,359.45,351.76
370.839996,365.970001,367.820007,368,360.25,352.5
370.220001,368.26001,369.5,368.54,361.13,353.72
370.200012,367.519989,367.859985,369.01,361.77,354.53
371.329987,367.790009,370.429993,369.88,362.6,355.31
373.339996,368.459991,370.480011,370.67,363.35,356.03
371.339996,366.730011,366.820007,371.07,363.68,356.28
367.200012,362.940002,363.279999,371.18,363.64,356.1
363.420013,359.76001,360.160004,370.91,363.31,355.71
361.890015,357.269989,361.709991,370.77,363.16,355.54
360.790009,357.950012,359.420013,370.31,362.8,355.28
360.519989,354.269989,357.779999,370,362.32,354.64
359.470001,356.670013,357.059998,369.37,361.82,354.27
357.5,348.549988,350.299988,368.85,360.72,352.6
350,345.410004,348.079987,367.83,359.52,351.21
348.23999,342.130005,343.040009,366.22,357.95,349.68
344.01001,339.51001,343.690002,364.96,356.59,348.22
345.940002,342.369995,345.059998,363.97,355.49,347.01
348.76001,341.859985,346.339996,363.49,354.62,345.76
345.899994,342.829987,345.450012,362.71,353.75,344.79
349.51001,345.5,348.559998,362.12,353.25,344.39
349.600006,344.920013,348.429993,361.64,352.79,343.95
348.660004,343.019989,345.660004,361.33,352.12,342.9
348.440002,343.880005,345.089996,360.85,351.45,342.04
349.940002,345.829987,346.230011,360.41,350.95,341.49
348.410004,344.149994,345.390015,359.82,350.42,341.02
344.829987,339.959991,340.890015,358.94,349.51,340.09
342.690002,338.450012,338.660004,357.9,348.48,339.06
340,334.350006,335.859985,356.9,347.28,337.65
338.880005,333.48999,336.839996,355.98,346.28,336.58
339.850006,337.769989,338.630005,355.18,345.55,335.93
339.619995,336.549988,336.899994,354.03,344.73,335.42
338.320007,335.459991,336.160004,353.22,343.91,334.6
336.190002,330.579987,331.709991,351.73,342.75,333.77
338.359985,332.179993,337.410004,351.38,342.24,333.11
341.48999,337.5,341.329987,351.08,342.16,333.23
345.329987,340.579987,343.75,351.26,342.31,333.36
349.390015,344.5,349.019989,352.03,342.95,333.87
354.350006,349.790009,351.809998,352.64,343.79,334.94
354.029999,344.059998,346.630005,353.6,344.06,334.52
346.950012,344.299988,346.170013,353.66,344.26,334.86
348,344.690002,346.299988,353.72,344.46,335.19
350.109985,346.880005,348.179993,353.83,344.81,335.79
351.200012,348.600006,350.559998,354.19,345.36,336.53
350.649994,348.809998,350.01001,354.4,345.8,337.2
355.950012,351.25,354.25,355.25,346.61,337.96
357.309998,354.480011,356.790009,356.02,347.58,339.14
360,357.230011,359.859985,357.04,348.75,340.45
360.559998,358.070007,358.929993,357.69,349.72,341.74
362.609985,358.179993,361.329987,358.7,350.82,342.94
363.029999,360.25,361,359.74,351.79,343.84
362.459991,360.049988,361.799988,360.63,352.74,344.86
363.190002,361.23999,362.679993,361.48,353.69,345.9
362.640015,359.579987,361.339996,361.96,354.42,346.88
362.119995,359.209991,360.049988,362.17,354.96,347.74
361.519989,358.299988,358.690002,362.45,355.31,348.18
