Close,Expected
323.880005,0.3298564831460812
326.140015,0.7574208979046654
324.869995,0.36406143935435065
322.98999,-0.36035732647833446
322.640015,-0.6369151334031727
322.48999,-0.8093543846174371
323.529999,-0.35805634710340467
323.75,-0.24494852680859133
327.390015,1.1798668450651713
329.76001,1.8495354402438706
330.390015,1.7983809721655972
329.130005,1.261138399054557
323.109985,-0.6902814774401368
320.200012,-1.618062650914307
319.019989,-1.732324672885001
320.600006,-1.1419535718969562
322.190002,-0.5944815755688119
321.079987,-0.8619572745473221
323.119995,-0.21833125174547793
329.480011,1.583016288116815
328.579987,1.1904164755612572
333.410004,2.1790190708258557
335.420013,2.2061799721934268
335.950012,1.9616998653150342
335.290009,1.6050476689837074
333.600006,1.1618467680967748
336.390015,1.4804268422218436
335.899994,1.2521568251918307
339.820007,1.6732061285700697
338.309998,1.3074281295162973
338.670013,1.2456964072585837
338.609985,1.1297556943822218
336.959991,0.8140382904338024
335.25,0.4986792619872186
334.119995,0.2436912425451558
335.339996,0.36135182521815834
334.149994,0.03700702058384454
336.910004,0.5636116719499273
341,1.7942997552105606
342,1.9520306570644763
341.559998,1.8041259013596094
341.459991,1.579388515150803
340.899994,1.2266007185571075
341.130005,1.1821914723143536
343.369995,1.735307763425763
345.350006,2.0841599716675514
343.540009,1.3429986940436196
341.089996,0.5122109459767898
344.25,1.3722741336593396
345.339996,1.503941490540785
342.429993,0.6193729478365246
346.609985,1.5813243045170298
345.76001,1.220986145995572
349.630005,1.9493854518634202
347.579987,1.3457467232072482
349.799988,1.76326674804902
349.309998,1.5979113261313147
349.809998,1.6431322027952942
351.959991,1.981376320665765
352.26001,1.7899481572660285
351.190002,1.346810331863959
353.809998,1.7897129956655795
349.98999,0.7392561304434329
362.579987,2.984461576448763
363.730011,2.5257387083525744
358.019989,1.3617427684468164
356.980011,1.0736293923623093
358.350006,1.1983565118639121
358.480011,1.1081419717266858
354.5,0.3395985969543774
354.109985,0.1788833347362968
353.190002,-0.07667156012909344
352.559998,-0.30406966574020183
352.089996,-0.44842183607721453
350.570007,-0.873617801261981
354.26001,-0.03194514937519997
354.299988,-0.08827134166517518
355.929993,0.26961257667020694
355.549988,0.11882655773343154
358.290009,0.7966151439385621
361.059998,1.4052411204731305
360.200012,1.0597321197585208
362.459991,1.519428627631854
360.470001,1.0471723581359316
361.670013,1.4894417408746745
361.799988,1.4000210424396031
363.149994,1.5790573521890885
365.519989,1.9020695459568842
367.779999,2.0558677240065837
367.820007,1.7815680693701117
369.5,1.8172665759699478
367.859985,1.3657046749032746
370.429993,1.621754764610057
370.480011,1.4802097796729616
366.820007,0.7768587033448849
363.279999,0.012712881696167005
360.160004,-0.7530413821510269
361.709991,-0.5068328260899367
359.420013,-1.1998984763055782
357.779999,-1.606755512964339
357.059998,-1.6387641165774691
350.299988,-2.597500895387828
348.079987,-2.4144904403810443
343.040009,-2.536936953405212
343.690002,-2.0522109114156963
345.059998,-1.6541984430407575
346.339996,-1.353021746175078
345.450012,-1.2961860845088597
348.559998,-0.8840445468388387
348.429993,-0.8098898000026656
345.660004,-1.0014728621229647
345.089996,-0.9669857028085983
346.230011,-0.7674233052340442
345.390015,-0.8094665754914792
340.890015,-1.3462692885841976
338.660004,-1.5556992439592987
335.859985,-1.785961755769725
336.839996,-1.5526500247535628
338.630005,-1.2017304698478237
336.899994,-1.4515056525712233
336.160004,-1.5825815449999596
331.709991,-2.192493067415746
337.410004,-0.9203079766352411
341.329987,-0.08073831112706527
343.75,0.42666149875115156
349.019989,1.427721227918211
351.809998,1.7989285949347475
346.630005,0.8129615733078429
346.170013,0.7662857057490063
346.299988,0.8280660407970325
348.179993,1.1418077989641282
350.559998,1.4631585272910645
350.01001,1.2869729428696268
354.25,1.7871869672584084
356.790009,1.8715137181789667
359.859985,1.960424111266184
358.929993,1.6267539386786765
361.329987,1.6970984810567131
361,1.4753381459646424
361.799988,1.4154345584816068
362.679993,1.3859317660637405
361.339996,1.187690392272072
360.049988,0.9503603912423864
358.690002,0.6756284675797073
