Date,Open,High,Low,Close,Adj Close,Volume
2023-02-24,300.399994,305.619995,300.01001,304.019989,304.019989,3656200
2023-02-27,304.369995,305.779999,302.01001,304.660004,304.660004,3652200
2023-02-28,304.890015,306.149994,303.410004,305.179993,305.179993,4736800
2023-03-01,304.019989,305.619995,302.079987,304.619995,304.619995,3397200
2023-03-02,303.660004,308.100006,301.450012,307.75,307.75,3152100
2023-03-03,309.559998,312.660004,308.5,312.450012,312.450012,4493000
2023-03-06,312.820007,317.290009,312.429993,316.970001,316.970001,4889800
2023-03-07,316.390015,316.5,310.230011,311.119995,311.119995,3609700
2023-03-08,310.720001,312.679993,309.25,311.369995,311.369995,2701600
2023-03-09,311,313.179993,303.940002,304.820007,304.820007,3929500
2023-03-10,302.950012,306.720001,301.920013,303.630005,303.630005,5294800
2023-03-13,301.75,306.589996,300.76001,302.880005,302.880005,4993000
2023-03-14,306.920013,307.549988,301.679993,305.329987,305.329987,5251500
2023-03-15,300.019989,300.549988,294.899994,297.880005,297.880005,7162800
2023-03-16,296.369995,304.429993,295.359985,302.01001,302.01001,6325700
2023-03-17,301.299988,301.299988,292.420013,293.51001,293.51001,15609400
2023-03-20,295.570007,301.51001,295.059998,301.059998,301.059998,6056000
2023-03-21,304.559998,305.630005,302.25,303.850006,303.850006,4724000
2023-03-22,303.720001,307.049988,299.649994,299.730011,299.730011,3086300
2023-03-23,301.390015,302.079987,296.299988,298.369995,298.369995,4015800
2023-03-24,294.679993,299.5,293.390015,298.920013,298.920013,3905400
2023-03-27,300.880005,303.209991,298.970001,302.140015,302.140015,3833900
2023-03-28,301.929993,302.720001,300.589996,302.320007,302.320007,2436500
2023-03-29,304.799988,305.380005,303.359985,305.299988,305.299988,2650000
2023-03-30,307.089996,307.470001,302.579987,305.079987,305.079987,2694000
2023-03-31,305.899994,308.809998,304.98999,308.769989,308.769989,5020200
2023-04-03,309.25,311.5,308.23999,310.309998,310.309998,4862300
2023-04-04,310.76001,311,307.070007,309.070007,309.070007,2740300
2023-04-05,307.850006,311.070007,307.850006,310.390015,310.390015,2314500
2023-04-06,309.820007,313.220001,309.049988,312.51001,312.51001,3131400
2023-04-10,311.410004,313.700012,310.329987,312.619995,312.619995,2330900
2023-04-11,312.559998,315.940002,311.769989,313.700012,313.700012,3109500
2023-04-12,315.970001,316.920013,313.720001,314.549988,314.549988,2662600
2023-04-13,315.269989,318.809998,313.26001,318.049988,318.049988,3323300
2023-04-14,318.890015,321.880005,318.119995,319.73999,319.73999,2975400
2023-04-17,320.200012,323.980011,319,323.790009,323.790009,3425500
2023-04-18,324.950012,325.720001,322.5,324.630005,324.630005,3581200
2023-04-19,323.850006,324.549988,322.76001,323.089996,323.089996,2406200
2023-04-20,322.200012,324.369995,321.320007,323.820007,323.820007,2428400
2023-04-21,322.359985,324.850006,321.609985,324.329987,324.329987,2405700
2023-04-24,324.429993,326.399994,324.299988,326.049988,326.049988,2261900
2023-04-25,325.98999,327.100006,324.109985,324.339996,324.339996,2552200
2023-04-26,323.309998,323.73999,319,320.529999,320.529999,2718600
2023-04-27,322.859985,326.910004,322.109985,326.230011,326.230011,2950000
2023-04-28,325.440002,328.809998,325.190002,328.549988,328.549988,2909600
2023-05-01,329.160004,331.839996,328.570007,330.170013,330.170013,2461300
2023-05-02,330.149994,330.25,322.76001,325.859985,325.859985,3366500
2023-05-03,327.130005,328.070007,323.059998,323.220001,323.220001,2653800
2023-05-04,323.440002,325.98999,317.410004,320,320,3185600
2023-05-05,323.359985,325.160004,322.619995,323.880005,323.880005,3869500
2023-05-08,328.26001,330.690002,325.790009,326.140015,326.140015,3302400
2023-05-09,324.869995,326.880005,323.480011,324.869995,324.869995,2283400
2023-05-10,326.079987,326.160004,320.149994,322.98999,322.98999,2639800
2023-05-11,321,322.959991,319.809998,322.640015,322.640015,2548900
2023-05-12,323.820007,324.23999,320.540009,322.48999,322.48999,1937300
2023-05-15,322.890015,323.829987,320.130005,323.529999,323.529999,2190000
2023-05-16,322.459991,324.690002,322.359985,323.75,323.75,2139500
2023-05-17,325.019989,328.26001,324.820007,327.390015,327.390015,3046800
2023-05-18,326.869995,329.980011,325.850006,329.76001,329.76001,2805000
2023-05-19,331,333.940002,329.119995,330.390015,330.390015,4322900
2023-05-22,330.75,331.48999,328.350006,329.130005,329.130005,2762500
2023-05-23,328.190002,329.269989,322.970001,323.109985,323.109985,4029300
2023-05-24,322.709991,323,319.559998,320.200012,320.200012,3071500
2023-05-25,320.559998,320.559998,317.709991,319.019989,319.019989,4245400
2023-05-26,320.440002,322.630005,319.670013,320.600006,320.600006,3229400
2023-05-30,321.859985,322.470001,319,322.190002,322.190002,3231800
2023-05-31,321.119995,322.410004,319.390015,321.079987,321.079987,6175000
2023-06-01,321.420013,323.220001,319.529999,323.119995,323.119995,3375300
2023-06-02,325.160004,330.670013,324.420013,329.480011,329.480011,3962200
2023-06-05,330.890015,330.890015,327.570007,328.579987,328.579987,3091800
2023-06-06,329.040009,334.160004,328.679993,333.410004,333.410004,3181400
2023-06-07,334.01001,335.820007,331.429993,335.420013,335.420013,3727800
2023-06-08,335.48999,336.320007,334.100006,335.950012,335.950012,2759300
2023-06-09,335.76001,337.589996,334.920013,335.290009,335.290009,2619200
2023-06-12,335.160004,335.350006,332.220001,333.600006,333.600006,2873400
2023-06-13,333.220001,336.619995,332.200012,336.390015,336.390015,2953000
2023-06-14,337.220001,340.380005,334.089996,335.899994,335.899994,5164600
2023-06-15,335.970001,341.679993,335.540009,339.820007,339.820007,4095200
2023-06-16,341.019989,341.299988,337.660004,338.309998,338.309998,8486200
2023-06-20,338.149994,339.279999,336.619995,338.670013,338.670013,3751700
2023-06-21,337.299988,341.350006,336.369995,338.609985,338.609985,4507000
2023-06-22,338.839996,338.850006,335.660004,336.959991,336.959991,3303300
2023-06-23,335.100006,337.470001,334.190002,335.25,335.25,4451700
2023-06-26,335.170013,335.829987,331.839996,334.119995,334.119995,3220900
2023-06-27,334.390015,336.730011,334.369995,335.339996,335.339996,2625600
2023-06-28,336.049988,336.399994,332.609985,334.149994,334.149994,3175100
2023-06-29,334.26001,337.01001,334.140015,336.910004,336.910004,2498900
2023-06-30,338.779999,342.5,338.399994,341,341,4520600
2023-07-03,340.75,342.079987,338.410004,342,342,2047400
2023-07-05,340.049988,341.890015,338.700012,341.559998,341.559998,2870700
2023-07-06,339.75,341.799988,338.910004,341.459991,341.459991,2548300
2023-07-07,340.519989,344.070007,340.390015,340.899994,340.899994,2940800
2023-07-10,340.480011,343.480011,339.869995,341.130005,341.130005,2966500
2023-07-11,341.230011,343.839996,340.929993,343.369995,343.369995,2754900
2023-07-12,345.290009,346.440002,344.309998,345.350006,345.350006,2897100
2023-07-13,345.600006,346.209991,343.450012,343.540009,343.540009,2831800
2023-07-14,344.98999,345,340.51001,341.089996,341.089996,2669300
2023-07-17,341.089996,345.720001,341.089996,344.25,344.25,2359500
2023-07-18,344.049988,347.25,343.540009,345.339996,345.339996,2565300
2023-07-19,344.209991,345.380005,341.98999,342.429993,342.429993,3032100
2023-07-20,343.089996,346.790009,342.850006,346.609985,346.609985,3146000
2023-07-21,346.76001,347.619995,345.100006,345.76001,345.76001,3301900
2023-07-24,346.769989,351.190002,346.279999,349.630005,349.630005,3269400
2023-07-25,349.320007,349.660004,345.540009,347.579987,347.579987,3014000
2023-07-26,347.559998,351.089996,347.519989,349.799988,349.799988,2682900
2023-07-27,350.690002,351.269989,348.600006,349.309998,349.309998,2706700
2023-07-28,349.929993,351,348.320007,349.809998,349.809998,2473300
2023-07-31,350.730011,352.329987,350.209991,351.959991,351.959991,2621600
2023-08-01,352.029999,353.420013,351.25,352.26001,352.26001,2293300
2023-08-02,351.450012,352.890015,349.690002,351.190002,351.190002,3085900
2023-08-03,350.290009,354.470001,349.420013,353.809998,353.809998,2942000
2023-08-04,353.98999,355.109985,349.390015,349.98999,349.98999,2842000
2023-08-07,355.730011,364.630005,355.149994,362.579987,362.579987,5379900
2023-08-08,359.420013,364.25,358.850006,363.730011,363.730011,3428800
2023-08-09,364.200012,364.429993,356.059998,358.019989,358.019989,4424600
2023-08-10,359.359985,362.350006,355.920013,356.980011,356.980011,3098800
2023-08-11,356.26001,359.25,353.200012,358.350006,358.350006,2475200
2023-08-14,358.25,358.950012,356.809998,358.480011,358.480011,1990700
2023-08-15,357,357.920013,353.670013,354.5,354.5,2863700
2023-08-16,354.600006,358.720001,353.380005,354.109985,354.109985,2196100
2023-08-17,354.01001,356.299988,351.880005,353.190002,353.190002,2847700
2023-08-18,351.470001,354.299988,351.25,352.559998,352.559998,2870600
2023-08-21,354.089996,354.179993,349.609985,352.089996,352.089996,2540000
2023-08-22,353.01001,353.5,349.660004,350.570007,350.570007,2363300
2023-08-23,351.630005,354.320007,351.540009,354.26001,354.26001,2239500
2023-08-24,354.350006,357.230011,354.130005,354.299988,354.299988,2521100
2023-08-25,354.98999,357.350006,352.920013,355.929993,355.929993,2136800
2023-08-28,357.890015,358.410004,354.529999,355.549988,355.549988,1728000
2023-08-29,355.040009,358.589996,354.01001,358.290009,358.290009,2285600
2023-08-30,358.630005,362.679993,358.600006,361.059998,361.059998,3058300
2023-08-31,362.179993,362.470001,359.25,360.200012,360.200012,2842300
2023-09-01,362,363.390015,360.600006,362.459991,362.459991,2637900
2023-09-05,363.880005,366.470001,360,360.470001,360.470001,2976800
2023-09-06,360.019989,362.799988,359.26001,361.670013,361.670013,2655800
2023-09-07,360.959991,363.299988,360.869995,361.799988,361.799988,3263800
2023-09-08,362.519989,364.829987,361.769989,363.149994,363.149994,3019100
2023-09-11,364.869995,366.609985,364.51001,365.519989,365.519989,2921600
2023-09-12,365.649994,370.429993,365.470001,367.779999,367.779999,2898400
2023-09-13,369.329987,370.839996,365.970001,367.820007,367.820007,3261400
2023-09-14,370.100006,370.220001,368.26001,369.5,369.5,3670100
2023-09-15,368.519989,370.200012,367.519989,367.859985,367.859985,11595000
2023-09-18,369.329987,371.329987,367.790009,370.429993,370.429993,3130900
2023-09-19,371.640015,373.339996,368.459991,370.480011,370.480011,2603700
2023-09-20,371.329987,371.339996,366.730011,366.820007,366.820007,2268400
2023-09-21,366.559998,367.200012,362.940002,363.279999,363.279999,3178600
2023-09-22,362.779999,363.420013,359.76001,360.160004,360.160004,3969400
2023-09-25,359.01001,361.890015,357.269989,361.709991,361.709991,2556200
2023-09-26,359.799988,360.790009,357.950012,359.420013,359.420013,3063900
2023-09-27,360.01001,360.519989,354.269989,357.779999,357.779999,3535400
2023-09-28,357.799988,359.470001,356.670013,357.059998,357.059998,2731700
2023-09-29,357.299988,357.5,348.549988,350.299988,350.299988,4932900
2023-10-02,349.640015,350,345.410004,348.079987,348.079987,3527600
2023-10-03,347.390015,348.23999,342.130005,343.040009,343.040009,3151700
2023-10-04,342.920013,344.01001,339.51001,343.690002,343.690002,3244600
2023-10-05,343.700012,345.940002,342.369995,345.059998,345.059998,3027300
2023-10-06,344.100006,348.76001,341.859985,346.339996,346.339996,3174700
2023-10-09,344.23999,345.899994,342.829987,345.450012,345.450012,2762800
2023-10-10,347,349.51001,345.5,348.559998,348.559998,2858600
2023-10-11,349.380005,349.600006,344.920013,348.429993,348.429993,2620800
2023-10-12,348.209991,348.660004,343.019989,345.660004,345.660004,2677500
2023-10-13,346,348.440002,343.880005,345.089996,345.089996,2804800
2023-10-16,348,349.940002,345.829987,346.230011,346.230011,3117800
2023-10-17,346.179993,348.410004,344.149994,345.390015,345.390015,2998600
2023-10-18,344.720001,344.829987,339.959991,340.890015,340.890015,2977100
2023-10-19,340.309998,342.690002,338.450012,338.660004,338.660004,2741300
2023-10-20,338.149994,340,334.350006,335.859985,335.859985,3466100
2023-10-23,334.070007,338.880005,333.48999,336.839996,336.839996,2794200
2023-10-24,338.179993,339.850006,337.769989,338.630005,338.630005,2355700
2023-10-25,338.589996,339.619995,336.549988,336.899994,336.899994,2623200
2023-10-26,337.070007,338.320007,335.459991,336.160004,336.160004,2685400
2023-10-27,336.119995,336.190002,330.579987,331.709991,331.709991,3608200
2023-10-30,332.959991,338.359985,332.179993,337.410004,337.410004,2634700
2023-10-31,337.950012,341.48999,337.5,341.329987,341.329987,3066900
2023-11-01,341.209991,345.329987,340.579987,343.75,343.75,2789700
2023-11-02,346.390015,349.390015,344.5,349.019989,349.019989,3433700
2023-11-03,350.170013,354.350006,349.790009,351.809998,351.809998,4409100
2023-11-06,354.029999,354.029999,344.059998,346.630005,346.630005,5486200
2023-11-07,346.809998,346.950012,344.299988,346.170013,346.170013,3062900
2023-11-08,346.850006,348,344.690002,346.299988,346.299988,2602400
2023-11-09,347.640015,350.109985,346.880005,348.179993,348.179993,3052100
2023-11-10,349.600006,351.200012,348.600006,350.559998,350.559998,3701100
2023-11-13,350.089996,350.649994,348.809998,350.01001,350.01001,2196200
2023-11-14,352.519989,355.950012,351.25,354.25,354.25,3387500
2023-11-15,355.019989,357.309998,354.480011,356.790009,356.790009,3572900
2023-11-16,357.790009,360,357.230011,359.859985,359.859985,2822500
2023-11-17,360.470001,360.559998,358.070007,358.929993,358.929993,3260000
2023-11-20,359.350006,362.609985,358.179993,361.329987,361.329987,3215300
2023-11-21,360.579987,363.029999,360.25,361,361,2918800
2023-11-22,361.76001,362.459991,360.049988,361.799988,361.799988,2110200
2023-11-24,362.51001,363.190002,361.23999,362.679993,362.679993,1282000
2023-11-27,362.640015,362.640015,359.579987,361.339996,361.339996,2580300
2023-11-28,361.549988,362.119995,359.209991,360.049988,360.049988,2953500
2023-11-29,360.950012,361.519989,358.299988,358.690002,358.690002,3141100
